en,ja
He stood dazedly watching the beauty of the Alpine dawn.,彼はアルプス山脈の夜明けの美しさをぼんやりとたたずんで見ていた。
You've been on that for days. Give it a rest.,何日もやってる ちょっと休憩しろ
- Do you remember?,- 覚えている
The Markov situation isn't helping.,マルコフに関しては 何も無い
"Hey, if so, we dodged a bullet.",だとしたら 最悪の状況は免れた
"Oh, um...",ええと...
"I-I find tardiness under any circumstance, um, unacceptable.",遅刻を見つけた以上 どんな状況の下でも 受け入れがたいが
"The Cylons will be here any second. If we're gonna do this, then just do it.",サイロンはすぐにでも来る やらなければ大きな損害がでる
"There's nothing coherent about them, right?",一貫性がないでしょ？
"- Yes, sir!",- 了解
"Gοοd luck, sir.",幸運を
Na'Vi are into the Grand Finals and will play for the one million dollars.,勝利したのはナビ 100万ドルの決勝戦へ
"- Hey. What up, my brizzo?",どうしたんだ　相棒？
"- Kid, can you reload a gun? - What?",-拳銃に弾をつめてくれ。
This is a series of explosions...,一連の爆発が...
Sayid warned me about you.,ごめんだね
That sure will take the wrinkles out.,遠心力でシワが伸びてら
Oh my god!,なんてこと！
Today it's difficult to make ends meet.,このごろは収入の範囲内でやりくりするのが難しい。
No! Don't just hide!,隠れてちゃダメなんだ！
My mom loves that game!,ママはそのゲームが大好きなんだよ！
The reason I ask is because a... a cave bear skull was used recently as a murder weapon.,よく見られるものです。 君に尋ねる理由は... ホラアナグマの頭がい骨が
"Oh, man! What the hell?",一体何だ?
I've never seen I.A. Over-ridden like this before.,私は私を見たことがない。 A。 前に、このような上書き。
"Morning, abraham.",おはよう
She's my wife,俺の妻
"Well, he makes documentaries, so... - It's different.",- それとは違います
We can't stay here.,ここに居られません
This is going to take some getting used to.,これに慣れなきゃね
And?,で？
But my older sister is good at swimming.,しかし、姉は水泳が得意だ。
"Anyway, he invited me to stay in this palatial consulate.",とにかく　彼が私をこの宮殿のような 領事館に滞在するよう招いてくれた
The new associate's been talking to Katie connor.,新人はケイティと会ってる
"And when I get my kids back, they're gonna have a mom they can be proud of. We can place Charlie near your house around the time of his death. I'm gone most of the day.",それに子どもたちは 誇れる母親を持つことになるでしょ 死亡推定時刻にあなたの家の 近くにいたとも考えられます 私はほとんど家にいないのよ
Welcome to Krecipes,Krecipes へようこそ
"For all of those of you at Dover Elevators, a good brand of lift.",皆さんは ご存じですよね いいエレベーターです
"But if I'm not, we're all gonna be very busy.",でも正解なら急がないと
That's actually a very nice leotard.,ありがとうございます 男性サイズもあるだろうか？
They put me with another company and I finally ran off and I looked for you all day.,僕は別の小隊に入れられた 逃げて伯父さんをずっと探してたんだ
What did you think?,どう思った？
"Not funny, Nancy.",ナンシー 面白くないわよ！
"When ye divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms. This instruction is for all amongst you, who believe in Allah and the Last Day. That is (the course Making for) most virtue and purity amongst you and Allah knows, and ye know not.",あなたがたが妻を離別し，定められた期間が満了して双方の合意の下に，妥当に話がまとまったならば，かの女らの結婚を（前の）夫は妨げてはならない。これ（教え）は，あなたがたの中アッラーと最後の日を信じる者への訓戒である。それはあなたがたにとって，最も清浄であり潔白である。あなたがたは知らないが，アッラーは知っておられる。
Any strange disturbances or...?,妙な出来事や騒ぎは？
We have no way to help your friend at the moment.,友達を助ける手も今は無いわ
"They won't, unless, of course, you sing to the coppers.",彼らには　わからないさ もちろん君が警察に話さなければ　だけど
& Connect,接続(C)
"Well, how far are you?",どのくらいある？
"I had it when I got off the plane. I swear to God. Yeah, Michael, he said he doesn't know your mom, but there's got to be",神に誓って 飛行機から降りる時は 確かに持っていたんだ マイケル 彼はあなたの母親を 知らないと言ってたけど
Van to attend?,刑務所に行くの？
"You can't shoot us all, old man.",自分達の首の心配をしろ
Which leaves little doubt that Kessler killed Stephanie McNamara.,疑問は残るけど ケスラーは ステファニーに殺された
You didn't answer the question.,質問に答えないね
Okay.,いいさ
- Well I'm an excellent pilot and you shot me down.,- 俺は優れたパイロットだがお前に撃ち落された
I'll get hold of you tomorrow and set up a time.,明日あなたにご連絡して、時間を決めることにします。
What the fuck?,何なんだ。
"I mean, there have been hundreds of hours of testimony.",数百時間かけて　証言がなされてきたんです
Nick...,ニック...
Bauer over to the Russians.,バウアーをロシアに引き渡すための
"Yellow suit, red lightning, and evil... The reverse of barry.",黄色いスーツ　赤い稲妻 そして悪だ...
Where's Murphy?,マーフィーは？
- Can I call you back?,- 後で掛けなおしていいか？
Cause you always gotta talk them into it.,相手を説得しないといけない
"By the way, I'm supposed to meet someone here.",ところで あたし会わなきゃいけない人がいるの
When did you receive the first text?,最初にメールを受けたのは？
Divide up the shares and that'd be the end of it.,金を分けろ それで終わりだ
Chad?,チャド？
I believe I'm about to beat you for the first time in 65 years.,65年で初めて 勝てそうな気がする
Looks like some kind of detonator.,起爆装置みたいだ
"Go to town, bitch.",頑張って クソ女
"Making the tour of the prison before he left and looking on at a game of skittles with the mixed feelings of an old inhabitant who had his private reasons for believing that it might be his destiny to come back again.""",ゲームに目を向けながら. . 老人の複雑な心境で
Aren't we glad to be done with all that?,和解を喜んだのでは ありませんか？
- You a cop?,- お前はサツか？
His name is Peter.,彼の名はピーター
You think you could have saved him?,やつを守れたと思う？
"Bouncing off a zillion servers so I can't possibly track the origin, but there's some background noise and video interference that may be specific to electromagnetic radiation in the area.",エリア内の電磁放射線に ので、私はおそらく、起源を追跡することはできません が、いくつかのバックグラウンドノイズがあると と特異的であり得るのビデオ干渉ジリオンサーバを跳ね返る。
It's the big tent by the chapel.,礼拝堂のそばの大きなテントだ
Or perhaps you mean to say that you feel good on this particular morning?,それともお前は 今朝の気分は ご機嫌だと言う意味かな？
There's just too much tension.,この異常な緊張感には　耐えられない 何言ってるの？
Hey!,おい！
Any word after the CAT scan?,CTスキャンの後 話したか？
No.,（南上）いいえ
"No, ma'am. The DA could make you testify about what you hear.",検察側から証人請求が出ますので その時に
"What else is different, Dom?",他の人とどこが違うの？
You don't put a bomb in a guy's car because you're mentally stable.,絶えず　爆弾を置ないだろう お前が許したから奴は車の中にいる
"No, I'll be right there.",すぐに行く
He called me out.,彼は私を呼びだした。
I didn't grow up with my father.,父親とは一緒に 暮らしてなかったんだ
Vamos.,- 行こう
"Adios, Counsellor!",あばよ弁護士！
No!,ダメ！
And we only have one clue to show for it.,ショーの手掛かりは１つだけだ
"That-- that maybe I'd, you know, join her.",それは -たぶん エー、彼女に加わるだろう
Which is it?,- どういう意味だ？
Are you deranged?,〝売り家〞 〝売り家〞 おかしいわ
"You thought that maybe, Just maybe, if you became a cop like him,",あなたが警官になったのは 父親のようになりたかった
Booth.,ブースだ
The kid who was never good enough is bailing you out.,その彼が 救うと言ってる
[ sighs ] this isn't real.,あり得ないわ
"Nice. Nice, nice.",凄いよ、凄い、凄い
We're going into Zeira Corp with or without him.,彼無しでゼイラに行くのよ
"He's stable, due for another 75mg of Clozapine.",安定しているが クロザピンを75mg投与してくれ
What's going on?,どうなってる
Many a man has made the same mistake.,多くの人が同じ間違いをしてきた。
You may act as you wish.,君の好きなように振舞って良い。
"I got out once, But not twice, never twice.",一度は出たが二度はないんだ
I like you.,損はしないよ
♪ The gas gauge bro-oke ♪,♪ガスゲージ、兄弟(bro) -OK♪
Guess it all depends on who writes the history.,誰が歴史を書くかによると思います
I have been to Kyoto twice.,私は、２度、京都へ行ったことがある。
He let the wildlings through our gates as no Lord Commander has ever done before.,野人を門に通した 前代未聞だ
All right.,では
"Estimated time to firing range, 15 minutes.",射程距離到達までの 推定時間 15分
"Look, I don't know who was paying him, but yates kept talking on about somebody named Tanner.",本当に知らない だがタナーって奴の話を
Sherlock! Sherlock.,シャーロック！
- That's fine.,- 結構
We have hung out.,私たちは、たむろしている。
"Three years ago, business turned. I borrowed money at great interest.",３年前に業績の悪化から 高利の借金をして
Lisa!,リサ！
The water around here is not real good.,飲める水じゃないのよ
"Usual fringe types-- artists, dropouts.",アーティストや　落ちこぼれ いわゆる異端者タイプ
Aren't you excited?,興奮してる？
It wasn't that difficult.,さほど難しくなかったよ
- Hey.,- やあ
"Caleb is a smart, brave, capable person, and he does belong here.",彼は賢くて勇敢で 有能です FBIに相応しい
There she is.,あそこにいたぞ
Steve Sellers.,ステーブ・セラーズ
Paper type,用紙タイプ
"THE UNCLE, RUDOLPH VON TRULSCH, IS THE BEST SHOT.",叔父のルドルフ・フォン・トゥルシュが 使える
"No, no, no, no. Carol, Carol.",いや、いや、いや、キャロル、キャロル
"Okay, thanks.",うん ありがと
We're supposed to start with these programs first.,最初はオペレーション なんだけどー
"When they will be cast into it, they will hear it roar as it boils,",かれらがその中に投げ込まれる時，それ（地獄）が沸騰するかのように不気味で忌しい音でうなるのをかれらは聞こう。
Drop your gun.,銃を捨てろ。
"Whoever desires this transitory life, We expedite for him therein whatever We wish, for whomever We desire. Then We appoint hell for him, to enter it, blameful and spurned.",誰でも束の間（のこの世の事物）を望む者には，われも急いでかれのために，われの欲する物をわれが望む者に与える。それからかれのために地獄を準備する。かれはそこで焼かれ，恥辱を被り，（慈悲を）拒否されるであろう。
"Bernice, you sweet angel of the lavatory.",洗面所のバーニスは天使だ。
May I take a look at it?,ちょっと見てもいい？
I'm guessing his relationship with authority was very poor.,恐らく 警察との関係も悪かった
- He always disposes of that sort.,- その類は、いつも自分で処分してる - 山椒が、その類って、どうして分かるの？
"Learn to do what comes naturally in life, you know?",人生で自然に 訪れることを学ぶよね？
I was screwed either way.,とち狂ってしまったんだよ
Slide:,スライド:
"I heard about your friend, Brother Sam.",お友達の サムの事 聞いたわ
[exhales],[呼気]
"Oh, you poor thing.",同情するわ
"Oh, God!",ここで言うな　ボーンズ
How did you get in here?,どうやって中に入った？
And who do you think gave the order to capture Castiel?,カスティエル捕獲の命令は 誰が出したと思うんだ？
The structure is designed to excite and antagonize the pigs.,豚たちを興奮させ、 怒らせるように、この迷宮は設計された。
-Is it me you're referring to?,（南上） それは 私のことかしら
Dad said he needed to change things up.,[トビー]　親父は事態を 変える必要があると言っていた
You're in the place you've always dreamed of.,貴方様は　お求めの地に 着いたんですよ
There's the Hilltop.,ヒルトップもあるわ。
The only lead we have is that we know where these men are headed.,大統領が行っているのが、 唯一の手がかりになる
It's catharsis.,それがカタルシスだ
Mr. Oldman's assistants are responsible for assessments.,査定は 彼の アシスタントができる
"Merritt McKinney,",どうも！
And I used to be as bad as you.,昔はよく暴れたが
This is you.,これは君だ
- That's not the same thing.,- 状況が違いますよ
look after Sayoko.,ワンチャイ 小夜子のことは頼んだぞ
Can we get a chocolate shake and fries for ten thousand men?,チョコレートシェイクとフライドポテトだ
Girl named riley.,ライリーって子だ
"Do you hang them downrange, too?",標的を貼る場所で？
Hibernate (suspend to disk),ハイバネート
Hello there.,やぁ　どうも
Bring that fucker down!,そのクソを　ぶっ倒せ！
Your new expanded console is up and runnin'.,新しい操作卓　準備オッケー
But you have stated that she kills people?,あなたはあの子が人々を殺したと 言うのですね？
Chelsea's photos were released to a revenge porn site.,チェルシーの写真が ポルノサイトに
"Excuse me, I'm looking for Mycroft Holmes?",すいません マイクロフト・ホームズさんは?
"What, a war criminal?",戦争犯罪？
"Oh, this is what I have to look forward to.",オレも ああ成るのか・・・
I didn't lose Lorelei Martins and I want her back just as badly as you do.,俺がローレライ・マーティンスを 逃がしたんじゃない 俺だって　君と同じくらい 彼女を取り戻したいよ
I'm gonna go freshen up before the car ride.,車に乗る前に　化粧直ししてくるわ
"Turn me in, if you want to, but I won't get mixed up in this.",飲み過ぎて狂ったな
We're getting pummeled here!,攻撃を受けている！
"Those who wait about you. If then there be victory for you from Allah, they say: were we not with you? And if there is a portion for the infidels, they say: gained we not mastery over you, and kept we not you back from the believers! Allah shall Judge betwixt you On the Day of Judgement, and Allah shall not make for the infidels against the believers a way.",（かれらは）あなたがた（の戦果）を待っていた者たちである。アッラー（の助け）によってあなたがたが勝利を得た時は，（あなたがたに向かって）「わたしたちも，あなたがたと一緒だったではないか。」と言う。もしまた不信心者に有利な時は，（かれらに向かって）「わたしたちは，あなたがたを優勢にしてやったではないか。わたしたちは信者（ムスリム）からあなたがたを守ってやったではないか。」と言う。アッラーは審判の日に，あなたがたを裁かれる。アッラーは信者たちに対して，不信心者たちの（成功する）道を，決して与えられない。
"Some blonde, arrested the day of the blackout.",それで ブロンドの女を逮捕した
"Right now, he's the best we have.",今現在　最強の武器を手にしている
"I'm familiar with your personal history, and I have access to all your files so I'm certain we can get you operational in no time.",全ファイルに精通し 瞬時に繋がるのだ
With a huge army that they thought would be enough to get the better of me - Hondo,俺らを全滅できると思った大軍と一緒に来たよ!
They were trying to talk me into taking a walk with them.,散歩に誘われてたんだ
"I'm fed up with everything: revolution, counter-revolution.",革命も反革命も 厭き果てた
We're more than halfway through this flight key data.,半分以上進んだぞ
- Paris.,ーパリか
"- Well, charge him when he's healed. - For now, go away.",それじゃ治ったら またいらして
Yes. But I won't recite them because I'm resting my mind.,うん でも今は頭を休ませてるから
- LET'S GET THAT TIRE OFF.,タイヤを取り外そう
This vessel is a prototype.,この船は試作品です
That was an emergency.,すみません 緊急事態で
"Good to see you, Larry. Hey, you need breakfast? You want an omelet?",朝食はどうだ オムレツは？
Her folks cannot help worrying about her wound.,彼女の家族は彼女のけがのことが心配でたまらない。
My name is Aaron.,僕はアーロン
Thanks for everything.,-ふーん すいませんでした 行方不明者？
"And part of the night, prostrate thyself to Him; and glorify Him a long night through.",そして夜の一部をかれにサジダし，長夜のしじまに，かれを讃えなさい。
"Um, lam gonna run to the room... and be ready whenever you guys want to do something.",あなたたちが 何かしたい時は 部屋に走る準備は 出来てるわ
She looked healthy when she and her band of dwarves...,小人族と一緒にいた時を 見ると普通に見えましたが...
"Don't subject Kaoru-dono to this, let her go!",薫どのにかけた ''心の－方''を解け ！
And that's for the brace?,枠組みのためか？
No! - Come on!,急いで！
- I'm sorry.,- ごめんよ
"Thank you for your help, Miss Spencer.",お疲れ様、スペンサさん
All your tension is centered in your hands.,緊張が手に伝わっていくわ
You wanted something hot?,熱湯をかけて 欲しいか？
"Don't underrate us, you idiot!",舐めてんじゃねぇぞ このバカ
Where will you go?,どこに行く？
Is it?,そう？
Gotcha.,見つけた
"Paul, you got a sec?",ちょっといいか？
I'm gonna write that down on the back of my business card.,名刺の裏に書いておく
"Um, no, actually, I-I wasn't wondering.",君が疑問に思ってる場合に備えて あー　いえ　実は 疑問には思っていません
Your monstrous plan would have deprived people of their very freedom.,あなたの恐ろしい計画は、 人々からまさに自由を奪った。
"- Easy, easy.",- 簡単、簡単。
I don't want you to be a big fuck-up like me.,私みたいな 大失敗はして欲しくないの
"It's all pretty simple stuff, guys.",簡単な仕事だ
Such is the nature of evil.,邪悪な者の特徴とは.
She told Moses' sister to follow her brother. His sister watched him from one side and the people of the Pharaoh did not notice her presence.,そしてかの女は（ムーサーの）姉に，「かれ（の後）を付けなさい。」と言った。それでかの女は，遠くからかれを見守っていたので，かれらは何も気付かなかった。
we escape ?,we escape ?
"- Okay, okay, okay.",- いいわ　いいわ
"Good, good. I wanted to let you know I have your package, and he is A-okay.",君の荷物を預かってる 万事OKだ
You want Casterly Rock?,キャストリーロックが欲しいのか？
There's the town hall.,市役所だ
Get to the beach.,ビーチへ向かって
Watch those thermal scans.,温度センサーをチェックしろ
Reads radio signals. Much easier.,無線の信号を読むんだ ずっと簡単だろ
I don't mind walking in the rain.,私は雨の中を歩くのは気にならない。
- Where is she?,- どこなの？
"God damn it. Oh, hell.",神よ　ちくしょう
"See you in ten days, okay?",10日したらね？
According to article 530.2 of the Code of Criminal Procedure...,刑事訴訟法 第530条 第2項における...
Where will you hide?,逃げても無駄よ
The boy did not live.,あの子は生きていませんでした
- But it didn't.,- だが　何もなかった
"I want to get home, but I can't be sure what I will return to if history is changed.",私は家に帰りたい 歴史を変えれば 帰還出来なくなる
Ugh.,でもあなたは幸運よ 生まれつき
So you're not going to give her the pair you bought?,結局あげなかったの？
"If I gave it to you, could you get me out of here?",もし あなたにあげたら ここから出して貰える？
default,標準
How'd you know that?,どうして、それを知っているんです？
"Josh, you don't belong here, and neither does that entity belong in your world.",あなたも向こうの霊も 居場所を間違ってる
Come on. This is sketch.,いい加減にして。
Paddy!,パディー！
What is her name?,彼女の名は？
It's your fault what happened to me.,私に何かあったら あなたの責任
"Okay, okay!",分かった　分かった！
I kind of do. MONTENEGRO: You're a constant surprise.,信じられない
- Can't see anything in here.,ここじゃ何も見えないわ
"I'm sorry, baby. I'm so sorry.",ごめんね　悪かったわ
I never knew a wee boy as bad at keeping his head out of harm's way.,まだ冷静になれないのね
You'll shoot me?,私を撃つのか?
"Probably some herpes-ridden crotch of a town like this, I suspect. - Deputy.",たぶんちゃちい町にいたよ
"So what about, like, scorpions and coyotes and stuff?",何が好き？ サソリとコヨーテと現生？
Remembered my name.,覚えててくれたんだね
Sit down.,座ってろ
I was just gonna take the first watch.,僕が最初に見張る
Then I guess that would be the first time somebody's lied under oath.,宣誓すれば事実になるのか
"(Jeff Buckley's ""Lover, You Should've Come Over"" plays)","( Jeff Buckley の ｢Lover,You Should've Come Over｣ )"
Face did not face the front,顔が正面　向かないの
Not a word.,判らん
Santa Rosa,サンタローザCity in New Mexico USA
"- I should break your neck, asshole.",首をへし折るぞ
There's something wrong with you. You know that?,お前は頭がおかしいよ わかってるのか？
- What happened? - Evan!,何かあった？
Seeing him like this and living with the man responsible.,暮らしているのを彼が見ているぞ
"Nick, this won't wake her up.",それはいつ？ - ニック
Would you like to go to a movie?,映画見に行かない？
We have consultants who can extract that kind of thing.,僕らには　その手の物を取り出せる プロがいる
Sharp kid.,詳しいのね
Is that the size of it?,規模は？
What's your name?,名前は？
Ocarina,オカリナ
True that. Serious.,これマジな話だぜ
Come here.,こっちに
Do you know anything about this fire?,火事の事を知ってるか？
Estee Lauder.,エスティローダー
♪ I thought I lost you ♪,私 私はあなたを失った思考
We should've moved you in a while ago.,早く家に入れるべきだった
"""Made from milk protein.""",ミルクタンパク質から作られています
You must be royalty.,王族か
He failed to apologize for betraying our trust.,彼は私たちの信頼を裏切ったことを謝罪しなかった。
"Yeah, I can.",いや 行く
Yeah. Sara Tancredi. That's right.,はい、サラ・テンクレディ 一緒にいるかもしれない
Tokyo was really wonderful.,東京はすばらしかった。
I hung the laundry out to dry last night and by morning it had frozen hard as a rock.,昨日洗濯物を外に干しっぱなしにしたら、朝にはカチンカチンに凍っていた。
_,やってみる
Not with a silencer.,サイレンサーを使わなければね それがあれば・・
"Well, if what I'm about to do goes sideways, the wrong people will figure that out, too.",私のする事が悪化するなら 悪い奴らも見つけ出す
Welcome to the team.,俺たちはチームだ。
Add new profile...,新規プロファイルを追加...
That's a good guess.,その通り
"Thank you for your time, Dr Gideon, I won't waste it. Shall we begin?",面会の機会をどうも 始めても？
Wait. Let's make a deal.,取引をしよう
Sutherland,サザーランドgreat-britain_counties.kgm
Foreman.,ちょっと
Edit Task,タスクを編集
There may be a way.,方法があるだろう
She won't get far with one shoe.,１足の靴では 遠くへ行けない
You were right.,そうね
- if you deviate from my instructions...,- 私の指示によって・・・
They get tested by God.,神により吟味される
"""And let P denote the perimeter of the hexagon.""",Pは 六角形の外郭
"I like scotch, scotch doesn't like me.",俺はスコッチが好きだが、スコッチには 嫌われているようなんでな。
Freeze!,動くな！
- I hope you like the hat.,"− この""胸当て帽""も − その帽子が･･気に入るといいが"
- Like you and Sasha?,- あなたやサーシャみたいに？
"That's, that's the official bill.",それは公文書です
That's how we're built.,それが我々の作り方なんだ
"Now, now.",慌てるな
"Ηis Majesty knew they would keep fighting, so he decided to broadcast his wishes to the people.",陛下は、彼らは暴れ続けるだろうと 承知されていました だから、国民にむかって陛下の思いを 放送で伝えることにしたのです
Ignore him.,無視して。
"He broke them all into pieces, except for the biggest one of them, so that they might return to it [for enquiry].",こうしてかれは，必ずかれらがそこに返って来るであろうと（思って），唯一体の巨像を除きそれらを叩き壊した。
- Have a seat.,- 座って。
"- Mr. Frobisher, I and just a sprinkle of...",フロビシャーさん 上に散らしてたのは...
"Then, what is it?",何なんですか?
He's making a funny face.,この人、笑いをかみ殺してる
Mom.,ママ。
Mr Kato was too old to work any longer.,加藤さんは年をとりすぎてもう働けなかった。
"We found traces of BHT, which is a color preservative.",- ＢＨＴ（ジブチルヒドロキシトルエン） の痕跡を見つけました、 色を保つ防腐剤です。
We're just getting started.,我々はまだ始まったばかりだ
Is this Tak Mashido's greatest creation?,最高の創造物ですか？
Bole of f rk rum.,ラム酒をボウル一杯
"Calm down, Yuri, okay?",落ち着くんだ
Maybe you tried to steal his work?,彼の仕事を盗もうとした
And risk splattering blood and brains over your daughter's fine silk dress?,娘さんの素敵なドレスを 血と脳みそで汚す危険を 冒すので？
♪ Kyle's mom's a bitch She's a big fat bitch ♪,♪カイルのババアはビッチ デブのビッチ♪
- Help me down!,━ 降ろして... ！ ？
- Shit.,- くそっ
"Okay, I don't want to hear anymore, honestly.",正直 何も聞きたくないし
Anything you need.,必要なのは
"And like my Mom says, it's like a sore dick. You can't beat it.",ママもお得っていうぜきっと
You're kind of sexy when you talk all computery.,コンピュータ用語 喋る時 何だか貴方セクシーね
"I could go back, get you some aspirin or something. Yeah.",アスピリンか何か 買ってこようか
"The ones who have believed, emigrated and striven in the cause of Allah with their wealth and their lives are greater in rank in the sight of Allah. And it is those who are the attainers [of success].",信仰する者，移住した者，またアッラーの道のために財産と生命を捧げて奮闘努力した者は，アッラーの御許においては最高の位階にあり，至上の幸福を成就する。
"It was just sublime, Claire.",最高だったわ
"Dad wants us to pick up where he left off -- saving people, hunting things...",親父はやり残した事を 俺達に託したんだ 人助け　狩り
Brian.,ブライアンに任せる
See you in the a.m.?,午前中に会える？
But there's blue and white paint mixed in with the brown.,でも　茶色の中に　青と白が混じってる
Where is the post office?,郵便局はどこですか。
& License Agreement,ライセンス(L)
Can we get this over with so I can go to a goddamn hospital?,早く終わらせて 病院に行かせてくれ
Reference:,リファレンス:
I understand you have reservations.,君は予約されている
Did you hear me?,聞こえてる？
"We are not and if we were,",そんなことはしないし、もしそうだとしたら
Pita with a t for 'too slow'. He knew.,"ピタの ""Ｔ"" だ"
"Now, if you'll excuse me, I've got an after funeral party to attend.",この後の葬式パーティーに 出るから失礼するよ
"We're Whalers, Mr. Ashley.",我々は捕鯨船員だよ アシュリーくん
Old school.,古風ね
A crane collapsed.,クレーンが崩落
I do hope nothing's happened to him.,何か起こったのでなければいいが
I'm wasting my time.,時間の無駄だ
I'm not a kid.,もう子供じゃない！
I don't feel betrayed.,裏切られた気がしない
- and Bauer.,- 聞きました
"- Hey, uh... Anything happen out there today?",今日の体調は？
Folder:,フォルダ:
They want even more of it.,意外 に抵抗 し て い ます
Well done.,よくやった
And a new plan.,新たな計画もな
"She confessed to me that she swallowed them every day, day after day, carrying them around inside of her, as if, someday, she might return to her former grandeur.",彼女はそれを 飲み込んでいたと告白した 毎日　毎日 いつか以前の威厳を 取り戻せるかのように
No.,- 大丈夫さ
"In the dream, I told you I wanted to be with you.",夢では、君といたいと言った
"Yesterday, he called the detective in Pittsburgh who investigated the Kellogg kidnapping.",昨日　故郷の探偵に電話して ケロッグ誘拐の調査を 依頼してるのよ
"I knew her, that's all.",彼女を知っている
Now gimme a beer.,ビールをくれ
"Well, pick me a good fortune cookie, huh?",幸運クッキーを選んでくれ んっ？
Okay.,いいよ。
"Oh, my God!",何と！
All our time.,私たちの時間をね。
Depends on the angle the sleigh hits.,ぶつかる角度によっては
I have someplace... fabulous to go.,僕には　行きたい所があるから
"There are none among the People of the Book but will believe in him before his death, and he will be a witness against them on the Day of Resurrection.",啓典の民の中，かれの死ぬ前にしっかりかれを信じる者は一人もいなかった。審判の日において，かれはかれらにとって（不利な）証人となろう。
You let 'em know I'll be a couple minutes?,"""あと2 3分待て"" と言って来てくれるか"
! It's gonna be okay. It's gonna be okay.,もう大丈夫だ 心配ない
He was responsible for blaming it on the Syrrannites.,彼はシラナイトを批難している張本人だ
How long are you gonna keep him waiting?,どのくらい　彼を 待たせるつもり？
I hooked up my fridge to a little generator and have some beers chilling.,発電機と冷蔵庫を接続して ビールを冷やしたの
"dont run behind success, excellence follow behind excellence success will come all way behind you, who the great scholar told this?",言うじゃないか 成功ではなく 成長のために学べ！ 成功のための勉強じゃない それはすばらしい
It's not real!,現実じゃない
"Oh, well... look on the the bright side.",でもまぁ・・・ 悪いことばかりじゃない
Count,回数
- Totally.,その通り
Are you okay?,[無事なのか？ ]
- It was her big fucking secret!,ー　私にも秘密にしてたのよ!
And we want Miss Lindel's earlier probation violation expunged.,リンデルさんの以前の 保護観察の違反も
"Vietnam witnessed a dramatic fall in poverty, while in Mexico real wages fell. Both countries experienced sharp increases in international trade and foreign investment, but the pictures are utterly different where it counts most: rising standards of living, particularly for the poor.",しかしながらベトナムは、1988 年の経済改革および 1995 年の米国との外交関係の確立を皮切りに、国民一人当たり年率 5.6% で成長してきており、以降も4.5% という高いペースで成長を続けている。ベトナムは貧困へのダイナミックな墜落を経験し、一方メキシコの実質賃金は低下した。両国とも国際貿易および海外投資の急増を経験したが、もっとも重要な点 (特に貧困層の、生活水準の向上) における結果は大きく異なっていた。
I doubt she'Il let you in.,ムリだと思うわ
You're the one that fought me when the Peach Farmers bitched and moaned about me tearing it down. You're the one who took their money.,桃農家から金をもらい お前があれを守った
I'm never coming out!,二度と出ない！
"Come on, rookie.",ついて来な　新入り
I'm going upstairs.,２階を捜索してくる
Do it! Do it!,- やりなさい！
"That's our genius, huh?",彼が博士君か？
"That's what I heard anyway, a long time ago.",大昔に　私が聞いた話だ
Former Special Ops?,元特殊部隊？
And are you a worse scientist because Cam's getting the award?,カムが選ばれたから 順位が落ちたって？
I can't let their wedding be postponed again.,もう２人の式を 延期させたくないの
Due date: %1,締切日付: %1
You'll figure it out. You always do.,お前なら解決するよ いつもだもの
So we're back to square one.,- それじゃ振り出しに戻ったわね
Who has something to gain by trying to fuck with me?,僕に歯向かって 得する奴が誰なのか
- You don't know a Mike?,- 知らないのか？
Here is a letter for you.,あなたに手紙が来ています。
They love me here.,私は愛されてるわよ
"Before we hear from anyone else, I--",次の人の意見を聞く前に
He said that?,そう言ったのか？
You have a deep but not entirely unclouded love for the sea.,海に対して━ 深いが複雑な愛情がある
Let's not count on that. Come on. There's some tools left in the basement.,道具が地下にあったわ 使えそうよ
This is where they test them?,"ここも ""試験所""なのか？"
"You know, I can make things very unpleasant for you.",いいか 不快にする事もできるんだ
You're just a broad I own the joint,"""女達はただの看板"""
Very personal. Who's it to?,そのようね　誰宛なの？
I was happy.,俺は幸せだった
"Yeah, except I'm pretty sure I die in this dream. If I go back into it, am I gonna die in real life?",夢じゃ死ぬけど 本当には死なないよね？
Did they live quietly?,彼らは静かでしたか？
Nothing. No one has seen your brother.,別に　誰も弟を見てないそうだ
"You got a problem with the way I'm running this squad, you talk to Bullard about it, all right?",俺に文句があるなら 大佐に話せ
Sorry.,ごめん
I'm going to get double the advance I got for the last book. Double!,出版権で 前回の二倍もらってやるわ
Feel better?,気分が良くなったか？
My father asked me to bring you to him.,父の言いつけで迎えに来ました
"I..., I told her.",私が言ったんです
"Okay, Cap, get out of there.",キャプテン、とりあえず そこから脱出を
You fucking motherfucker!,この、クソったれめ！
Folder:,フォルダ:
Here!,これだ！
"No, you're right, I don't. Not by you.",ああ　特にお前には
Don't try to be all things to all men.,八方美人になるな。
Leave me alone.,私にかまわないでください。
"It's happening, whether you like it or not.",好みに関わらず 行くんだ
Followed by denial. This is not fortune-telling.,その次には拒絶が...
Almost.,もう少し
I promise..,必ず―
I think great.,すごいんだぞ
Gavar,ガヴァルarmenia.kgm
The machine looks out for me.,マシンは私に気を配ってる
"I'm really proud of you, Sutter. Congratulations.",誇りに思うわ　サター おめでとう
"- Well, that can be arranged.",それなら 今できるわよ
